Player,Goals,Years,Country,BirthPlace,CountryOfBirth,Latitude,Longitude
Aleksandr Golovin,1,2018,Russia,Kaltan,Russia,0.0,0.0
Valeri Karpin,1,1994-2002,Russia,Narva,Estonia,0.0,0.0
Aleksandr Kerzhakov,1,2014,Russia,Kingisepp,Russia,0.0,0.0
Alexander Kokorin,1,2014,Russia,Valuyki - Belgorod Oblast,Russia,0.0,0.0
Dmitri Radchenko,1,1994,Russia,Leningrad,Russia,0.0,0.0
Dmitri Sychev,1,2002,Russia,Omsk,Russia,0.0,0.0
Egor Titov,1,2002,Russia,Moscow,Russia,0.0,0.0
Salem Aldawsari,1,2018,Saudi Arabia,Jeddah,Saudi Arabia,0.0,0.0
Salman Alfaraj,1,2018,Saudi Arabia,Al Madinah Al Munawwarah,Saudi Arabia,0.0,0.0
Fahad Al Ghesheyan,1,1994,Saudi Arabia,Riyadh,Saudi Arabia,0.0,0.0
Saeed Owairan,1,1994-1998,Saudi Arabia,Riyadh,Saudi Arabia,0.0,0.0
Yasser Al Kahtani,1,2006,Saudi Arabia,Riyadh,Saudi Arabia,0.0,0.0
Yousuf Al-Thunayan,1,1994-1998,Saudi Arabia,Riyadh,Saudi Arabia,0.0,0.0
Steve Archibald,1,1982-1986,Scotland,Glasgow,United Kingdom,0.0,0.0
Sammy Baird,1,1958,Scotland,Denny-Falkirk,United Kingdom,0.0,0.0
Craig Burley,1,1998,Scotland,Ayr,United Kingdom,0.0,0.0
Bobby Collins,1,1958,Scotland,Govanhill,United Kingdom,0.0,0.0
John Collins,1,1998,Scotland,Galashiels,United Kingdom,0.0,0.0
Mo Johnston,1,1990,Scotland,Glasgow,United Kingdom,0.0,0.0
Peter Lorimer,1,1974,Scotland,Dundee,United Kingdom,0.0,0.0
Stuart Mccall,1,1990,Scotland,Leeds,United Kingdom,0.0,0.0
Jack Mudie,1,1958,Scotland,Dundee,United Kingdom,0.0,0.0
Jimmy Murray,1,1958,Scotland,Edinburgh,United Kingdom,0.0,0.0
David Narey,1,1982-1986,Scotland,Dundee,United Kingdom,0.0,0.0
John Robertson,1,1978-1982,Scotland,Viewpark,United Kingdom,0.0,0.0
Graeme Souness,1,1978-1982-1986,Scotland,Edinburgh,United Kingdom,0.0,0.0
Gordon Strachan,1,1982-1986,Scotland,Edinburgh,United Kingdom,0.0,0.0
Salif Diao,1,2002,Senegal,Kédougou,Senegal,0.0,0.0
Khalilou Fadiga,1,2002,Senegal,Dakar,Senegal,0.0,0.0
Sadio Mane,1,2018,Senegal,Sédhiou,Senegal,0.0,0.0
Mbaye Niang,1,2018,Senegal,Meulan-en-Yvelines,France,0.0,0.0
Moussa Wague,1,2018,Senegal,Bignona,Senegal,0.0,0.0
Sasa Ilic,1,2006,Serbia,Požarevac,Serbia ,0.0,0.0
Milan Jovanovic,1,2010,Serbia,Bajina Bašta,Serbia,0.0,0.0
Aleksandar Kolarov,1,2018,Serbia,Belgrade,Serbia,0.0,0.0
Aleksandar Mitrovic,1,2018,Serbia,Smederevo,Serbia,0.0,0.0
Marko Pantelic,1,2010,Serbia,Belgrade,Serbia,0.0,0.0
Kamil Kopunek,1,2010,Slovakia,Trnava,Slovakia,0.0,0.0
Milenko Acimovic,1,2002,Slovenia,Ljubljana,Slovenia,0.0,0.0
Sebastijan Cimirotic,1,2002,Slovenia,Ljubljana,Slovenia,0.0,0.0
Robert Koren,1,2010,Slovenia,Radlje ob Dravi,Slovenia,0.0,0.0
Zlatan Ljubijankic,1,2010,Slovenia,Ljubljana,Slovenia,0.0,0.0
Quinton Fortune,1,1998-2002,South Africa,Cape Town,South Africa,0.0,0.0
Bongani Khumalo,1,2010,South Africa,Manzini - Swaziland,Eswatini,0.0,0.0
Teboho Mokoena,1,2002,South Africa,Bethlehem-South Africa,South Africa,0.0,0.0
Katlego Mphela,1,2010,South Africa,Brits - North West,South Africa,0.0,0.0
Siyabonga Nomvethe,1,2002-2010,South Africa,Durban,South Africa,0.0,0.0
Lucas Radebe,1,1998-2002,South Africa,Soweto,South Africa,0.0,0.0
Siphiwe Tshabalala,1,2010,South Africa,Soweto,South Africa,0.0,0.0
Choi Soon Ho,1,1986-1990,South Korea,Cheongju,South Korea,0.0,0.0
Huh Jung Moo,1,1986,South Korea,Jindo County,South Korea,0.0,0.0
Hwangbo Kwan,1,1990,South Korea,Daegu,South Korea,0.0,0.0
Koo Ja-Cheol,1,2014,South Korea,Nonsan-si,South Korea,0.0,0.0
Lee Keun Ho,1,2014,South Korea,Incheon,South Korea,0.0,0.0
Kim Jong Boo,1,1986,South Korea,Tongyeong,South Korea,0.0,0.0
Lee Chun Soo,1,2002-2006,South Korea,Incheon,South Korea,0.0,0.0
Lee Eul Yong,1,2002-2006,South Korea,Taebaek,South Korea,0.0,0.0
Park Chang Sun,1,1986,South Korea,Gimhae,South Korea,0.0,0.0
Park Chu Young,1,2006-2010,South Korea,Daegu,South Korea,0.0,0.0
Seo Jung Won,1,1998-2002,South Korea,Gwangju-si,South Korea,0.0,0.0
Seol Ki Hyeon,1,2002-2006,South Korea,Jeongseon,South Korea,0.0,0.0
Song Chong Gug,1,2002-2006,South Korea,Danyang,China,0.0,0.0
Kim Younggwon,1,2018,South Korea,Jeonju,South Korea,0.0,0.0
Adelardo Rodríguez,1,1962-1966,Spain,Badajoz,Spain,0.0,0.0
Amancio Amaro Varela,1,1966,Spain,A Coruña,Spain,0.0,0.0
Juan Manuel Asensi,1,1978,Spain,Alicante,Spain,0.0,0.0
Iago Aspas,1,2018,Spain,Moaña,Spain,0.0,0.0
Txiki Begiristain,1,1986,Spain,Olaberria,Spain,0.0,0.0
Luis Regueiro (Corso),1,1934,Spain,Irun - Euskadi,Spain,0.0,0.0
Daniel Ruiz-Bazán Justa (Dani),1,1978,Spain,Sopuerta,Spain,0.0,0.0
Eloy Olaya,1,1986,Spain,Gijón,Spain,0.0,0.0
Jose Maria Fuste,1,1966,Spain,Linyola,Spain,0.0,0.0
Alberto Gorriz,1,1990,Spain,Irun,Spain,0.0,0.0
Pep Guardiola,1,1994-1998,Spain,Santpedor,Spain,0.0,0.0
Silvestre Igoa,1,1950,Spain,San Sebastián,Spain,0.0,0.0
Isco,1,2018,Spain,Benalmádena,Spain,0.0,0.0
Juan Gutiérrez Moreno (Juanito),1,2006,Spain,Cádiz,Spain,0.0,0.0
Francisco Miguel Narváez Machón (Kiko),1,1998,Spain,Jerez de la Frontera,Spain,0.0,0.0
Isidoro Langara,1,1934,Spain,Pasaia,Spain,0.0,0.0
Juan Mata,1,2014,Spain,Burgos,Spain,0.0,0.0
Gaizka Mendieta,1,2002,Spain,Bilbao,Spain,0.0,0.0
Nacho,1,2018,Spain,Madrid,Spain,0.0,0.0
Joaquin Peiro,1,1962-1966,Spain,Madrid,Spain,0.0,0.0
Pirri,1,1966-1978,Spain,Ceuta,Spain,0.0,0.0
Carles Puyol,1,2002-2006-2010,Spain,La Pobla de Segur,Spain,0.0,0.0
Manuel Sanchis,1,1966,Spain,Alberic-Valencia,Spain,0.0,0.0
Enrique Saura,1,1982,Spain,Onda - Castellón,Spain,0.0,0.0
Juan Antonio Senor,1,1986,Spain,Madrid,Spain,0.0,0.0
Lopez Ufarte,1,1982,Spain,Fes,Morocco,0.0,0.0
Juan Carlos Valeron,1,2002,Spain,Arguineguín,Spain,0.0,0.0
Jesus Zamora,1,1982,Spain,Errenteria,Spain,0.0,0.0
Niclas Alexandersson,1,2002-2006,Sweden,Halmstad,Sweden,0.0,0.0
Marcus Allback,1,2002-2006,Sweden,Gothenburg,Sweden,0.0,0.0
Ludwig Augustinsson,1,2018,Sweden,Stockholm,Sweden,0.0,0.0
Gosta Dunker,1,1934,Sweden,Sweden,Sweden,0.0,0.0
Johnny Ekstrom,1,1990,Sweden,Kallebäck,Sweden,0.0,0.0
Emil Forsberg,1,2018,Sweden,Sundsvall,Sweden,0.0,0.0
Ove Grahn,1,1970-1974,Sweden,Norra Fågelås,Sweden,0.0,0.0
Gunnar Gren,1,1958,Sweden,Gothenburg,Sweden,0.0,0.0
Tore Keller,1,1934-1938,Sweden,Norrköping,Sweden,0.0,0.0
Knut Kroon,1,1934,Sweden,Sweden,Sweden,0.0,0.0
Roger Ljung,1,1990-1994,Sweden,Lomma,Sweden,0.0,0.0
Fredrik Ljungberg,1,2002-2006,Sweden,Vittsjö,Sweden,0.0,0.0
Bror Mellberg,1,1950-1958,Sweden,Ambjörby,Sweden,0.0,0.0
Hakan Mild,1,1994,Sweden,Trollhättan,Sweden,0.0,0.0
Thomas Sjoberg,1,1978,Sweden,Helsingborg,Sweden,0.0,0.0
Lennart Skoglund,1,1950-1958,Sweden,Stockholm,Sweden,0.0,0.0
Glenn Stromberg,1,1990,Sweden,Gothenburg,Sweden,0.0,0.0
Anders Svensson,1,2002-2006,Sweden,Gothenburg,Sweden,0.0,0.0
Ola Toivonen,1,2018,Sweden,Degerfors,Sweden,0.0,0.0
Conny Torstensson,1,1974,Sweden,Lofta,Sweden,0.0,0.0
Tom Turesson,1,1970,Sweden,Östervåla,Sweden,0.0,0.0
Rene Bader,1,1950,Switzerland,Basel,Switzerland,0.0,0.0
Tranquillo Barnetta,1,2006-2010,Switzerland,St. Gallen,Switzerland,0.0,0.0
Fredy Bickel,1,1938-1950,Switzerland,Eppstein,Germany,0.0,0.0
Georges Bregy,1,1994,Switzerland,Raron,Switzerland,0.0,0.0
Stephane Chapuisat,1,1994,Switzerland,Lausanne,Switzerland,0.0,0.0
Josip Drmic,1,2018,Switzerland,Lachen - Switzerland,Switzerland,0.0,0.0
Gelson Fernandes,1,2010,Switzerland,Praia,Cape Verde,0.0,0.0
Willy Jäggi,1,1934,Switzerland,Solothurn,Switzerland,0.0,0.0
Admir Mehmedi,1,2014,Switzerland,Gostivar,North Macedonia,0.0,0.0
Rene Quentin,1,1966,Switzerland,Collombey-Muraz,Switzerland,0.0,0.0
Heinz Schneiter,1,1962-1966,Switzerland,Thun,Switzerland,0.0,0.0
Haris Seferovic,1,2014,Switzerland,Sursee,Switzerland,0.0,0.0
Philippe Senderos,1,2006-2010,Switzerland,Geneva,Switzerland,0.0,0.0
Alain Sutter,1,1994,Switzerland,Bern,Switzerland,0.0,0.0
Jean Tamini,1,1950,Switzerland,Monthey,Switzerland,0.0,0.0
Eugène Walaschek,1,1938,Switzerland,Moscow,Russia,0.0,0.0
Rolf Wuethrich,1,1962,Switzerland,Switzerland,Switzerland,0.0,0.0
Steven Zuber,1,2018,Switzerland,Winterthur,Switzerland,0.0,0.0
Mohamed Kader,1,2006,Togo,Sokodé,Togo,0.0,0.0
Fakhreddine Ben Youssef,1,2018,Tunisia,Tunis,Tunisia,0.0,0.0
Raouf Bouzaiene,1,2002,Tunisia,Sousse,Tunisia,0.0,0.0
Dylan Bronn,1,2018,Tunisia,Cannes,France,0.0,0.0
Mokhtar Dhouieb,1,1978,Tunisia,Sfax,Tunisia,0.0,0.0
Nejib Ghommidh,1,1978,Tunisia,NULL,Tunisia,0.0,0.0
Radhi Jaidi,1,2002-2006,Tunisia,Gabès,Tunisia,0.0,0.0
Zied Jaziri,1,2002-2006,Tunisia,Sousse,Tunisia,0.0,0.0
Ali Kaabi,1,1978,Tunisia,Tunisia,Tunisia,0.0,0.0
Jaouhar Mnari,1,2006,Tunisia,Monastir,Tunisia,0.0,0.0
Ferjani Sassi,1,2018,Tunisia,Aryanah,Tunisia ,0.0,0.0
Skander Souayah,1,1998,Tunisia,Sfax,Tunisia,0.0,0.0
Emre Belozoglu,1,2002,Turkey,Istanbul,Turkey,0.0,0.0
Mustafa Ertan,1,1954,Turkey,Ankara,Turkey,0.0,0.0
Erol Keskin,1,1954,Turkey,Istanbul,Turkey,0.0,0.0
Bulent Korkmaz,1,2002,Turkey,Malatya,Turkey,0.0,0.0
Hakan ?ükür,1,2002,Turkey,Sapanca-Sakarya,Turkey,0.0,0.0
Ali Thani Jumaa,1,1990,UAE,Sharjah,UAE,0.0,0.0
Khalid Mubarak,1,1990,UAE,NULL,UAE,0.0,0.0
Maksym Kalinichenko,1,2006,Ukraine,Kharkiv,Ukraine,0.0,0.0
Serhiy Rebrov,1,2006,Ukraine,Horlivka,Ukraine,0.0,0.0
Andriy Rusol,1,2006,Ukraine,Kropyvnytskyi,Ukraine,0.0,0.0
Antonio Alzamendi,1,1986-1990,Uruguay,Durazno,Uruguay,0.0,0.0
Javier Ambrois,1,1954,Uruguay,Uruguay,Uruguay,0.0,0.0
Pablo Bengoechea,1,1990,Uruguay,Rivera,Uruguay,0.0,0.0
Angel Cabrera,1,1962,Uruguay,Mercedes,Uruguay,0.0,0.0
Julio Cortes,1,1962-1966-1970,Uruguay,Montevideo,Uruguay,0.0,0.0
Victor Esparrago,1,1970-1974,Uruguay,Montevideo,Uruguay,0.0,0.0
Daniel Fonseca,1,1990,Uruguay,Montevideo,Uruguay,0.0,0.0
Enzo Francescoli,1,1986-1990,Uruguay,Montevideo,Uruguay,0.0,0.0
Jose Gimenez,1,2018,Uruguay,Toledo,Uruguay,0.0,0.0
Diego Godin,1,2014,Uruguay,Rosario,Uruguay,0.0,0.0
Ildo Maneiro,1,1970,Uruguay,Mercedes,Uruguay,0.0,0.0
Richard Morales,1,2002,Uruguay,Las Piedras,Uruguay,0.0,0.0
Juan Mujica,1,1970,Uruguay,Casablanca,Uruguay,0.0,0.0
Ricardo Pavoni,1,1974,Uruguay,Montevideo,Uruguay,0.0,0.0
Alvaro Pereira,1,2010,Uruguay,Montevideo,Uruguay,0.0,0.0
Maximiliano Pereira,1,2010,Uruguay,Montevideo,Uruguay,0.0,0.0
Julio Perez,1,1950,Uruguay,Montevideo,Uruguay,0.0,0.0
Alvaro Recoba,1,2002,Uruguay,Montevideo,Uruguay,0.0,0.0
Pedro Rocha,1,1962-1966-1970-1974,Uruguay,Salto,Uruguay,0.0,0.0
Dario Rodriguez,1,2002,Uruguay,Montevideo,Uruguay,0.0,0.0
Hector Scarone,1,1930,Uruguay,Montevideo,Uruguay,0.0,0.0
Ernesto Vidal,1,1950,Uruguay,Buje,Croatia,0.0,0.0
Michael Bradley,1,2010,USA,Princeton,United States,0.0,0.0
John Brooks,1,2014,USA,Berlin,Germany,0.0,0.0
Jim Brown,1,1930,USA,Kilmarnock,United Kingdom,0.0,0.0
Paul Caligiuri,1,1990-1994,USA,Westminster,United States,0.0,0.0
Aldo Donelli,1,1934,USA,Morgan-Pennsylvania,United States,0.0,0.0
Joseph Gaetjens,1,1950,USA,Port-au-Prince,Haiti,0.0,0.0
Julian Green,1,2014,USA,Tampa - Florida,United States,0.0,0.0
Jermaine Jones,1,2014,USA,Frankfurt,Germany,0.0,0.0
Clint Mathis,1,2002,USA,Conyers,United States,0.0,0.0
Bruce Murray,1,1990,USA,Germantown,United States,0.0,0.0
John O Brien,1,2002-2006,USA,Los Angeles,United States,0.0,0.0
Earnie Stewart,1,1994-1998-2002,USA,Veghel,Netherlands,0.0,0.0
Frank Wallace,1,1950,USA,St. Louis-Missouri,United States,0.0,0.0
Eric Wynalda,1,1990-1994-1998,USA,Fullerton,United States,0.0,0.0
Sergei Aleinikov,1,1986-1990,USSR,Minsk,Belarus,0.0,0.0
Kakhi Asatiani,1,1970,USSR,Telavi,Georgia,0.0,0.0
Andrei Bal,1,1982-1986,USSR,Rozdil,Ukraine,0.0,0.0
Sergei Baltacha,1,1982,USSR,Mariupol,Ukraine,0.0,0.0
Anatoli Banishevski,1,1966,USSR,Baku,Azerbaijan,0.0,0.0
Oleg Blokhin,1,1982-1986,USSR,Kyiv,Ukraine,0.0,0.0
Aleksandr Chivadze,1,1982,USSR,Karachayevsk,Russia,0.0,0.0
Igor Dobrovolskyi,1,1990,USSR,Markivka,Ukraine,0.0,0.0
Yuri Gavrilov,1,1982,USSR,Odintsovsky,Russia,0.0,0.0
Aleksandr Ivanov,1,1958,USSR,Saint Petersburg,Russia,0.0,0.0
Vitali Khmelnitski,1,1970,USSR,Orikhiv Raion,Ukraine,0.0,0.0
Aleksei Mamykin,1,1962,USSR,Pitelinsky District,Russia,0.0,0.0
Khoren Oganesian,1,1982,USSR,Yerevan,Armenia,0.0,0.0
Oleg Protasov,1,1986-1990,USSR,Dnipropetrovsk,Ukraine,0.0,0.0
Vasili Rats,1,1986-1990,USSR,Fanchykovo,Ukraine,0.0,0.0
Sergei Rodionov,1,1986,USSR,Moscow,Russia,0.0,0.0
Ramaz Shengelia,1,1982,USSR,Kutaisi,Georgia,0.0,0.0
Nikita Simonian,1,1958,USSR,Armavir - Russia,Russia,0.0,0.0
Pavel Yakovenko,1,1986,USSR,Nikopol,Ukraine,0.0,0.0
Andrei Zygmantovich,1,1990,USSR,Minsk,Belarus,0.0,0.0
John Charles,1,1958,Wales,Swansea,United Kingdom,0.0,0.0
Terry Medwin,1,1958,Wales,Swansea,United Kingdom,0.0,0.0
Stjepan Bobek,1,1950-1954,Yugoslavia,Zagreb,Croatia,0.0,0.0
Vladislav Bogicevic,1,1974,Yugoslavia,Belgrade,Serbia,0.0,0.0
Dragan Dzajic,1,1974,Yugoslavia,Ub - Serbia,Serbia,0.0,0.0
Ivan Gudelj,1,1982,Yugoslavia,Imotski,Croatia,0.0,0.0
Josip Katalinski,1,1974,Yugoslavia,Sarajevo,Bosnia and Herzegovina,0.0,0.0
Blagoje Marjanovic,1,1930,Yugoslavia,Belgrade,Serbia,0.0,0.0
Sinisa Mihajlovic,1,1998,Yugoslavia,Vukovar,Croatia,0.0,0.0
Predrag Mijatovic,1,1998,Yugoslavia,Podgorica,Montenegro,0.0,0.0
Branko Oblak,1,1974,Yugoslavia,Ljubljana,Slovenia,0.0,0.0
Tihomir Ognjanov,1,1950,Yugoslavia,Subotica,Serbia,0.0,0.0
Ilija Petkovic,1,1974,Yugoslavia,Knin,Croatia,0.0,0.0
Vladimir Petrovic,1,1974-1982,Yugoslavia,Belgrade,Serbia,0.0,0.0
Petar Radakovic,1,1962,Yugoslavia,Rijeka,Croatia,0.0,0.0
Branislav Sekulic,1,1930,Yugoslavia,Belgrade,Serbia,0.0,0.0
Josip Skoblar,1,1962,Yugoslavia,Privlaka,Croatia,0.0,0.0
Aleksandar Tirnanic,1,1930,Yugoslavia,Krnjevo,North Macedonia,0.0,0.0
Djordje Vujadinovic,1,1930,Yugoslavia,Smederevo,Serbia,0.0,0.0
Branko Zebec,1,1954-1958,Yugoslavia,Zagreb,Croatia,0.0,0.0
Nahuel Molina,1,2022,Argentina,Embalse,Argentina,0.0,0.0
Alexis Mac Allister,1,2022,Argentina,Santa Rosa,Argentina,0.0,0.0
Enzo Fernandez,1,2022,Argentina,San Martín,Argentina,0.0,0.0
Theo Hernandez,1,2022,France,Marseille,France,0.0,0.0
Adrien Rabiot,1,2022,France,Saint-Maurice,France,0.0,0.0
Aurélien Tchouaméni,1,2022,France,Rouen,France,0.0,0.0
Randal Kolo Muani,1,2022,France,Bondy,France,0.0,0.0
Marcus Thuram,1,2022,France,Parma,Italy,0.0,0.0
Josko Gvardiol,1,2022,Croatia,Zagreb,Croatia,0.0,0.0
Lovro Majer,1,2022,Croatia,Zagreb,Croatia,0.0,0.0
Mislav Orsic,1,2022,Croatia,Zagreb,Croatia,0.0,0.0
Marko Livaja,1,2022,Croatia,Split,Croatia,0.0,0.0
Achraf Dari,1,2022,Morocco,Casablanca,Morocco,0.0,0.0
Abdelhamid Sabiri,1,2022,Morocco,Goulmima,Morocco,0.0,0.0
Hakim Ziyech,1,2022,Morocco,Dronten,Netherlands,0.0,0.0
Zakaria Aboukhlal,1,2022,Morocco,Gorinchem,Netherlands,0.0,0.0
Denzel Dumfries,1,2022,Netherlands,Rotterdam,Netherlands,0.0,0.0
Frenkie de Jong,1,2022,Netherlands,Gorinchem,Netherlands,0.0,0.0
Davy Klaassen,1,2022,Netherlands,Hilversum,Netherlands,0.0,0.0
Jude Bellingham,1,2022,England,Stourbridge,United Kingdom,0.0,0.0
Jordan Henderson,1,2022,England,Sunderland,United Kingdom,0.0,0.0
Phil Foden,1,2022,England,Stockport,United Kingdom,0.0,0.0
Jack Grealish,1,2022,England,Birmingham,United Kingdom,0.0,0.0
Raheem Sterling,1,2022,England,Kingston,Jamaica,0.0,0.0
Casemiro,1,2022,Brazil,São José dos Campos,Brazil,0.0,0.0
Lucas Paqueta,1,2022,Brazil,Rio de Janeiro,Brazil,0.0,0.0
Vinicius Jr,1,2022,Brazil,São Gonçalo,Brazil,0.0,0.0
Raphael Guerreiro,1,2022,Portugal,Le Blanc-Mesnil,France,0.0,0.0
Joao Felix,1,2022,Portugal,Viseu,Portugal,0.0,0.0
Ricardo Horta,1,2022,Portugal,Sobreda,Portugal,0.0,0.0
Mathew Leckie,1,2022,Australia,Melbourne,Australia,0.0,0.0
Mitchell Duke,1,2022,Australia,Liverpool,Australia,0.0,0.0
Craig Goodwin,1,2022,Australia,Adelaide,Australia,0.0,0.0
Christian Pulisic,1,2022,USA,Hershey,United States,0.0,0.0
Tim Weah,1,2022,USA,Brooklyn,United States,0.0,0.0
Haji Wright,1,2022,USA,Los Angeles,United States,0.0,0.0
Kalidou Koulibaly,1,2022,Senegal,Saint-Dié-des-Vosges,France,0.0,0.0
Boulaye Dia,1,2022,Senegal,Oyonnax,France,0.0,0.0
Ismalia Sarr,1,2022,Senegal,Saint Louis-Senegal,Senegal,0.0,0.0
Bamba Dieng,1,2022,Senegal,Pikine,Senegal,0.0,0.0
Famara Diedhiou,1,2022,Senegal,Saint-Louis,Senegal,0.0,0.0
Ao Tanaka,1,2022,Japan,Miyamae-ku,Japan,0.0,0.0
Takuma Asano,1,2022,Japan,Komono,Japan,0.0,0.0
Daizen Maeda,1,2022,Japan,Taishi,Japan,0.0,0.0
Kim Young-gwon,1,2022,South Korea,Jeonju,South Korea,0.0,0.0
Paik Seung-ho,1,2022,South Korea,Seoul,South Korea,0.0,0.0
Hwang Hee-chan,1,2022,South Korea,Chuncheon,South Korea,0.0,0.0
Hugo Guillamon,1,2022,Spain,San Sebastián,Spain,0.0,0.0
Gavi,1,2022,Spain,Los Palacios y Villafranca,Spain,0.0,0.0
Carlos Soler,1,2022,Spain,Valencia,Spain,0.0,0.0
Marco Asensio,1,2022,Spain,Palma,Spain,0.0,0.0
Dani Olmo,1,2022,Spain,Terrassa,Spain,0.0,0.0
Manuel Akanji,1,2022,Switzerland,Neftenbach,Switzerland,0.0,0.0
Remo Freuler,1,2022,Switzerland,Ennenda,Switzerland,0.0,0.0
Moises Caicedo,1,2022,Ecuador ,Santo Domingo,Ecuador,0.0,0.0
Ramin Rezaeian,1,2022,Iran,Sari,Iran,0.0,0.0
Rouzbeh Cheshmi,1,2022,Iran,Tehran,Iran,0.0,0.0
Gareth Bale,1,2022,Wales,Cardiff,United Kingdom,0.0,0.0
Luis Chavez,1,2022,Mexico ,Cihuatlán,Mexico,0.0,0.0
Henry Martin,1,2022,Mexico ,Mérida,Spain,0.0,0.0
Saleh Al-Shehri,1,2022,Saudi Arabia,Jeddah,Saudi Arabia,0.0,0.0
Andreas Christensen,1,2022,Denmark,Lillerød,Denmark,0.0,0.0
Ilkay Gundogan,1,2022,Germany,Gelsenkirchen,Germany,0.0,0.0
Serge Gnabry,1,2022,Germany,Stuttgart,Germany,0.0,0.0
Keysher Fuller,1,2022,Costa Rica,Limón,Costa Rica,0.0,0.0
Yeltsin Tejeda,1,2022,Costa Rica,Limón,Costa Rica,0.0,0.0
Jean Charles Castelletto,1,2022,Cameroon,Clamart,France,0.0,0.0
Eric Maxim Choupo-Moting,1,2022,Cameroon,Hamburg,Germany,0.0,0.0
Strahinja Pavlovic,1,2022,Serbia,Šabac,Serbia,0.0,0.0
Sergej Milinkovic-Savic,1,2022,Serbia,Lleida,Spain,0.0,0.0
Dusan Vlahovic,1,2022,Serbia,Belgrade,Serbia,0.0,0.0
Mohammed Salisu,1,2022,Ghana,Kumasi,Ghana,0.0,0.0
Osman Bukari,1,2022,Ghana,Accra,Ghana,0.0,0.0
Alphonso Davies,1,2022,Canada,Buduburam,Ghana,0.0,0.0
